run_accession	sample_accession	sample_alias
SRR20017603	SAMN29578024	GSM6304372
SRR20017604	SAMN29578025	GSM6304371
SRR20017609	SAMN29578030	GSM6304366
SRR20017602	SAMN29578023	GSM6304373
SRR20017600	SAMN29578021	GSM6304375
SRR20017601	SAMN29578022	GSM6304374
SRR20017605	SAMN29578026	GSM6304370
SRR20017606	SAMN29578027	GSM6304369
SRR20017607	SAMN29578028	GSM6304368
SRR20017608	SAMN29578029	GSM6304367
SRR20017610	SAMN29578031	GSM6304365
SRR20017611	SAMN29578032	GSM6304364
