SRR11784031	SRR11784026	SRR11784028	SRR11784030	SRR11784027	SRR11784029	SRR11784032
23768	4	23	3	11	7	4	2
80789	5	7	1	3	8	5	1
51065	11	21	20	16	22	11	5
11124	0	8	9	7	11	8	18
3297	17	40	13	59	34	22	28
5813	17	25	23	74	36	42	42
4887	0	0	0	0	0	0	0
317781	27	44	90	90	57	72	64
59307	10	38	31	39	22	20	20
10581	4	4	15	11	12	5	18
7127	23	21	26	75	38	25	47
51186	7	9	14	36	9	20	24
4158	0	0	0	0	0	0	0
9230	30	42	34	111	46	56	100
10196	3	3	2	13	1	0	4
2811	74	204	194	190	106	203	79
55015	112	199	156	144	144	142	55
4110	0	0	0	0	0	0	0
7625	0	1	0	9	4	2	10
54622	1	1	2	1	5	5	2
6336	0	0	0	0	0	0	0
8558	20	104	71	82	68	108	53
8651	3	2	5	7	0	9	15
6948	2	8	7	18	18	16	11
10634	3	4	5	14	8	3	14
23545	1	9	9	7	3	5	11
9146	94	161	124	214	133	128	239
26333	0	0	0	0	0	0	0
5600	1	5	5	10	7	2	7
64754	2	1	3	3	2	6	0
25840	14	61	58	70	44	55	69
6450	0	0	0	0	0	0	0
3854	0	0	0	0	0	1	2
4919	5	6	2	4	7	3	3
4582	21	24	44	55	23	41	78
3665	75	177	97	173	87	80	123
79184	0	3	10	8	9	5	5
9899	0	0	0	1	0	2	1
5148	2	4	2	2	1	2	0
5592	13	30	11	39	29	30	20
7026	212	265	158	533	209	174	266
8788	0	1	1	0	2	0	0
113146	5	61	14	33	35	22	22
169611	2	10	7	6	14	7	15
6667	8	26	36	48	39	44	39
64976	5	13	9	17	14	4	8
64714	0	0	2	1	5	1	0
10336	525	1263	889	967	494	989	581
5034	24	49	41	104	74	53	83
5719	1	2	6	5	5	3	4
5087	7	27	38	126	56	53	69
56901	0	1	8	12	7	1	3
677	47	73	74	259	98	103	122
7332	11	31	15	34	34	16	26
4908	1	0	3	3	0	2	1
54014	39	101	96	150	127	87	52
5453	0	0	3	1	2	0	0
23532	0	0	0	0	0	0	0
4603	18	17	16	16	7	11	14
4733	4	21	21	20	22	22	6
51479	68	140	179	121	95	164	60
253943	4	19	8	19	14	14	11
79943	22	19	19	22	10	14	45
105	0	1	3	1	2	15	0
3434	108	243	241	90	499	601	197
10933	19	46	47	66	45	40	27
1762	8	14	20	53	11	18	47
79581	8	27	11	17	7	8	24
51227	0	5	2	10	7	4	4
10320	1	7	4	3	5	3	2
5833	12	30	10	23	21	14	24
10134	1	6	6	7	4	7	11
54584	13	52	11	14	15	13	18
2124	43	86	60	38	74	35	28
79896	2	3	4	2	2	4	1
527	0	0	0	0	0	1	0
8519	12	27	7	14	17	9	12
3916	18	98	70	85	77	67	85
54093	0	1	2	10	3	3	5
10308	0	2	5	3	2	4	0
8660	8	18	26	58	26	23	107
23299	3	18	17	41	18	14	35
881	0	0	0	0	0	0	0
55217	8	17	21	9	14	8	28
496	3	3	12	5	4	8	1
51079	2	5	4	7	8	3	7
3852	0	0	0	0	0	0	0
157567	0	19	3	4	8	8	2
23396	10	21	8	45	28	15	49
8529	1	4	13	3	7	17	0
10773	1	0	8	0	3	0	0
10623	6	10	12	8	13	13	18
51082	9	31	24	46	13	15	35
66002	0	4	0	1	2	4	0
64757	2	8	8	10	5	9	8
57496	5	33	18	44	25	25	15
64222	13	29	18	27	24	17	14
2558	0	1	0	0	0	0	0
5501	1	3	6	13	11	11	51
4675	0	0	0	0	3	0	0
23621	423	750	645	656	689	701	351
7058	33	69	27	30	40	31	12
6256	12	19	25	74	49	62	87
55922	0	5	6	9	5	5	8
2204	0	0	0	0	0	0	0
3840	6	12	24	23	28	25	16
3850	0	0	0	0	0	0	0
10168	30	54	56	71	48	63	25
4674	0	1	0	0	1	1	2
6228	33	77	63	71	84	49	47
11118	0	5	9	29	14	9	10
27445	4	26	74	78	20	90	48
43849	0	0	0	1	0	1	0
3638	1	1	1	5	1	2	5
23040	0	0	0	0	1	0	0
151011	3	9	11	17	21	15	5
11283	0	0	0	0	0	1	0
2306	0	0	0	4	3	1	5
23131	15	31	38	63	27	49	53
4771	3	4	31	48	17	25	50
7328	10	25	20	74	29	25	48
11104	43	109	71	70	100	82	30
5138	3	7	6	12	15	8	13
5553	0	0	0	0	0	0	0
55615	1	1	9	30	14	15	10
613	17	43	35	93	49	40	186
26539	0	0	0	0	0	1	0
2301	0	4	3	4	0	0	3
3446	0	0	0	0	0	0	0
2833	2	6	8	9	2	1	4
53373	15	67	67	119	75	74	80
11006	0	0	0	2	0	0	2
7293	0	3	0	0	2	0	1
3868	0	0	0	0	0	0	0
10614	340	506	549	464	352	484	373
3861	0	0	0	0	0	0	1
79955	32	72	36	49	92	35	44
23275	9	65	17	36	7	10	14
4137	30	60	68	117	67	59	56
54821	17	86	51	26	76	24	26
2248	0	0	0	0	1	0	0
23390	20	36	49	39	35	29	20
5030	0	0	0	0	0	0	4
55893	2	12	9	19	12	12	25
5465	30	66	54	105	45	60	69
64800	2	2	4	12	1	10	0
129080	2	8	8	10	10	9	15
10881	0	5	2	1	0	1	1
5407	0	0	0	1	1	0	0
164656	1	15	0	5	12	3	0
1579	9	24	79	47	38	59	80
7003	62	162	182	165	88	144	99
5333	5	38	16	33	20	7	20
885	0	0	0	0	0	0	0
957	119	183	160	94	162	124	98
4286	3	7	15	38	8	12	16
4673	54	156	226	154	124	209	79
353514	0	0	0	0	0	0	0
6585	3	7	6	6	9	12	2
27022	0	0	0	0	0	0	0
57698	16	34	43	58	36	26	15
23270	8	25	18	18	16	16	20
4501	0	8	6	2	7	10	2
2650	43	178	40	90	153	153	30
23048	8	46	34	50	27	18	54
79659	1	25	32	30	21	36	17
3859	6	6	4	2	7	2	1
4059	70	76	110	304	145	129	335
2057	17	42	38	54	29	30	28
63924	0	0	0	0	0	0	0
51616	107	260	212	130	184	299	38
338645	0	0	0	4	1	0	0
11261	1	11	17	31	24	20	11
1282	40	129	145	204	201	75	148
2701	7	18	15	24	0	15	6
5757	79	157	145	489	158	211	551
51182	18	32	31	10	14	28	7
51547	1	5	9	22	5	4	9
9742	20	38	22	56	25	30	53
343071	0	0	0	0	0	0	0
7100	1	1	5	3	2	2	4
7874	8	26	45	49	28	26	97
28986	1	7	4	1	9	2	10
57335	0	2	2	0	1	0	0
9636	1	0	0	4	0	0	0
387032	4	18	19	31	16	19	5
26059	0	0	3	4	1	3	2
81848	9	14	10	20	19	11	14
51393	0	2	0	2	0	2	0
6572	0	0	0	0	0	0	1
79875	7	29	21	53	30	25	50
2563	0	0	1	0	2	0	0
79840	3	7	8	19	10	5	6
2175	173	356	292	305	217	231	210
79048	8	23	36	53	18	34	35
124	9	32	19	8	14	11	5
10507	77	151	171	130	92	123	85
8632	95	189	71	117	77	67	54
10445	2	5	3	12	4	6	11
64170	1	5	6	9	4	0	1
65243	3	0	0	0	1	1	0
3006	39	37	36	44	46	49	49
57048	0	0	0	0	1	0	0
1978	0	4	2	2	3	0	3
22953	6	10	7	3	4	10	2
1755	0	0	0	0	0	0	5
7373	5	23	9	44	41	13	12
6274	0	0	0	0	0	0	0
29978	0	14	9	10	8	13	10
1180	0	0	0	1	0	0	0
10123	2	5	7	5	4	2	7
7477	6	2	3	10	0	1	5
6300	15	30	22	43	18	24	44
1287	6	27	13	33	18	15	17
375790	36	50	91	222	117	73	246
10383	14	52	21	26	41	25	30
5320	0	0	0	0	0	0	0
26659	0	0	0	1	0	0	0
79862	0	0	1	1	0	0	1
5359	1	6	18	16	5	4	4
10991	0	1	1	0	3	1	1
2963	1	2	5	13	2	1	5
3440	0	0	0	0	0	0	0
5133	0	8	4	1	1	2	2
2844	0	0	3	0	0	1	0
6402	0	3	0	0	0	0	1
1121	0	0	8	9	6	7	5
3014	1	1	2	7	6	0	13
5104	7	40	64	40	46	61	31
4077	11	54	46	70	43	56	27
27158	2	14	7	17	5	9	15
1201	3	17	3	10	8	10	15
6613	4	24	4	11	15	13	15
340719	3	9	2	6	9	7	8
7730	0	2	2	4	0	0	1
1806	0	1	1	3	9	5	0
6006	43	26	36	18	26	23	8
29780	0	3	1	6	2	2	15
57835	6	17	6	5	16	5	8
7390	0	3	2	20	10	12	11
23029	0	0	0	0	0	0	0
8326	0	0	0	0	0	0	0
155	0	1	0	0	0	0	0
5549	7	14	15	29	23	21	15
30814	0	0	0	1	0	0	0
4520	14	11	14	36	19	14	7
79844	2	17	26	10	5	23	6
1269	0	0	1	0	0	3	0
9045	24	38	43	109	41	63	52
2707	10	10	17	7	5	6	4
60506	0	0	0	0	0	0	0
26155	51	141	34	59	44	48	65
23036	17	39	62	86	26	34	35
3805	0	0	0	0	0	0	0
63904	0	0	0	2	0	0	0
4697	0	0	0	5	14	3	8
5649	11	19	9	15	9	6	1
347	0	23	0	5	1	1	1
3005	66	46	65	148	54	65	62
9516	6	11	14	30	16	25	18
23450	1	9	23	24	15	30	14
1364	9	11	16	21	27	17	19
126231	4	8	4	12	7	3	7
51155	2	25	17	21	4	5	6
6284	8	9	12	8	14	14	11
4128	4	13	14	22	16	20	20
7259	103	171	179	174	161	164	146
2709	0	6	7	1	2	0	0
80317	2	12	5	9	6	3	5
9679	27	62	49	70	56	62	43
57402	0	1	4	5	5	7	4
9729	1	4	4	0	2	2	0
23708	0	2	1	1	1	4	1
3146	6	42	34	38	56	40	19
8510	0	2	0	3	0	1	2
9437	0	1	0	0	0	0	0
10388	0	7	10	5	7	10	7
3556	1	3	3	3	2	0	3
4604	0	0	0	0	0	1	0
5079	0	1	0	0	1	0	0
50859	0	0	0	0	0	1	0
255926	0	0	0	0	0	0	0
23424	2	1	2	7	2	4	8
4661	1	0	0	1	1	0	2
12	2	9	9	1	1	7	3
8644	2	7	12	4	5	16	7
58500	9	15	15	24	16	7	30
7633	3	7	6	1	3	1	3
6275	3	0	1	5	1	1	7
36	8	31	23	49	35	45	20
26476	0	0	0	0	0	0	0
9725	49	105	116	162	80	81	66
64218	2	2	13	7	5	4	16
9687	1	8	9	7	10	7	1
6261	0	11	6	14	10	3	17
9901	9	7	16	50	15	13	25
203068	27	72	58	66	67	32	30
6829	17	37	36	76	35	39	62
63929	3	7	15	11	15	9	14
5478	7	32	23	40	38	31	30
57573	1	13	13	15	7	6	5
284443	4	4	12	23	16	9	7
2917	8	14	19	12	13	7	1
60491	16	29	14	11	23	25	3
487	79	157	120	128	91	102	92
3376	2	11	19	16	26	22	14
9883	150	310	176	189	107	142	121
55340	1	5	1	10	2	1	2
54413	18	65	10	28	34	19	16
131	0	0	0	0	0	0	0
55888	23	27	49	57	31	46	27
1604	2	8	3	9	8	6	7
1995	0	0	1	0	0	0	1
9361	37	102	67	110	68	76	113
8295	180	398	259	253	280	254	197
55190	1	23	0	5	2	14	0
2526	0	2	0	5	2	2	6
79754	1	4	8	17	5	12	12
80778	0	4	2	4	1	4	2
7699	72	130	78	64	107	88	38
5770	80	102	82	89	110	57	24
51466	45	62	52	82	52	31	117
2050	10	24	17	77	45	20	52
5657	0	0	0	2	0	1	0
7678	71	188	130	124	108	180	31
2547	12	33	26	16	39	38	21
6276	11	2	3	23	9	1	7
9858	9	46	31	94	30	43	132
9819	13	19	35	95	43	70	80
1413	2	0	0	0	0	0	0
79693	21	26	5	32	29	16	39
30849	1	1	6	1	4	2	19
140465	28	29	27	43	40	21	50
6477	122	252	139	111	138	172	70
2712	0	0	0	0	0	0	0
2104	7	30	37	147	31	36	45
79711	2	11	2	0	1	1	6
6817	2	7	4	3	0	1	2
55660	14	49	35	76	28	36	25
54834	1	9	10	10	18	7	7
27010	4	0	3	3	1	1	4
6536	18	30	23	52	26	15	89
60312	2	14	4	21	14	7	17
4666	23	57	53	159	71	77	33
4122	10	28	21	56	32	25	23
4311	6	39	67	107	81	122	66
8912	34	261	75	117	51	81	285
3908	345	426	345	357	279	436	155
23654	98	169	173	342	279	181	326
55966	6	18	23	33	13	18	40
7516	0	0	0	1	2	1	0
4646	39	67	116	191	72	122	265
57591	5	17	23	47	19	21	30
3066	1	18	11	29	21	20	18
4312	0	9	3	2	2	2	1
7366	0	0	0	0	0	1	0
6925	6	19	16	27	23	22	9
57001	0	2	2	5	8	3	1
3269	0	0	0	2	0	0	0
7695	2	1	9	7	2	3	3
23660	7	9	14	12	13	7	4
51399	58	184	180	117	174	193	124
55532	0	0	1	0	0	0	0
51284	0	3	2	0	1	0	0
7442	0	2	6	17	4	10	4
7582	3	9	22	37	28	26	21
57473	10	18	33	62	31	43	48
51321	3	2	7	8	5	7	16
4763	24	83	66	113	63	53	47
1612	4	24	28	64	43	24	64
2760	5	11	6	10	10	4	5
6273	0	0	1	1	0	1	3
961	1	9	1	7	9	3	4
7088	8	9	9	20	8	6	49
29966	10	25	12	56	25	17	53
8187	0	3	1	1	0	4	1
1146	45	84	51	71	74	31	49
80345	15	56	31	20	35	22	14
89853	4	13	5	12	8	4	4
100	214	440	229	314	284	250	160
10865	11	8	5	18	13	2	5
6334	44	145	180	118	57	117	16
3914	3	7	2	3	4	1	0
3841	72	140	53	38	118	84	20
23365	43	83	73	252	140	118	161
9260	5	30	14	14	26	7	5
2316	118	632	177	378	551	171	283
10447	1	3	3	6	13	4	8
837	0	3	4	3	3	9	3
307	8	14	28	47	24	13	17
8270	0	5	0	1	3	1	5
54554	39	53	46	42	58	48	26
11152	1	4	13	10	3	5	14
51108	8	14	20	27	34	10	65
309	4	21	16	26	42	20	22
79830	1	3	1	1	4	5	2
7741	0	1	3	2	1	1	2
4097	2	9	2	19	4	3	15
3886	0	0	0	0	0	0	0
3482	15	78	75	153	96	93	76
79690	2	0	1	5	1	0	0
1778	34	139	133	228	188	121	119
5094	34	112	70	127	102	71	53
80055	1	1	7	8	1	3	5
6714	5	11	14	59	31	24	45
91120	1	0	1	1	5	1	4
113835	0	3	0	1	0	0	3
51703	64	129	89	67	120	109	40
11194	5	13	14	22	14	22	14
27044	4	10	18	52	29	32	21
6799	2	22	1	4	0	0	15
5718	1	0	10	19	12	9	9
55124	0	0	1	0	1	2	0
6583	191	305	231	177	169	193	133
9583	1	9	2	22	6	10	9
10438	1	3	3	5	0	4	2
23061	14	46	33	81	60	38	66
79927	1	0	1	1	2	0	0
5265	12	24	20	39	42	22	23
2961	1	8	11	15	3	2	10
2980	0	0	0	0	0	0	0
25788	0	0	0	0	0	0	0
7718	10	10	11	10	6	10	4
641	0	6	2	0	1	1	0
6840	195	514	299	244	249	254	260
51592	4	11	20	40	21	35	20
26020	24	63	33	95	67	51	83
57162	1	3	8	12	5	2	8
91373	1	10	15	18	10	21	29
171392	0	3	1	8	0	1	2
6584	17	44	47	96	54	57	60
104	10	9	22	27	14	15	14
728	0	7	3	4	4	4	2
1735	1	9	0	2	2	2	6
1555	0	7	4	9	0	16	14
54798	14	12	8	11	13	1	8
3652	4	37	10	13	16	16	6
4217	4	9	6	19	15	11	32
55753	27	80	76	101	95	103	116
1572	0	12	5	4	6	5	0
373156	11	27	34	47	25	27	42
50861	3	5	2	7	2	2	10
5154	12	15	12	61	21	10	42
2996	15	44	19	15	19	16	5
1305	2	41	1	7	3	2	3
6693	1	4	3	7	5	3	0
57116	0	0	0	0	0	0	0
81031	1	6	0	3	0	4	2
79788	0	2	0	2	4	4	2
64078	0	2	0	0	0	0	0
4644	1	13	19	45	21	15	28
3004	0	0	0	0	0	0	0
10533	243	462	254	206	364	314	259
26037	8	15	36	61	33	25	32
92104	0	5	0	2	2	2	6
57799	4	3	16	31	15	12	25
23556	3	11	13	7	5	6	4
1288	9	10	2	12	15	4	9
11147	0	0	2	3	0	1	2
10210	3	12	3	26	12	20	3
10242	6	18	2	6	8	10	4
955	2	8	16	35	13	17	25
5167	1	3	17	8	2	6	19
8076	0	0	1	0	0	1	0
4624	0	7	0	0	1	0	0
5055	0	0	0	0	0	0	0
1803	3	22	29	32	36	27	9
5275	0	0	0	0	0	0	1
80380	6	46	25	35	48	14	7
6709	149	239	224	302	289	189	229
4828	0	0	4	1	0	3	4
55742	8	19	30	55	31	25	33
6120	77	193	121	77	103	109	39
5253	6	13	17	59	26	16	40
5660	41	104	94	174	195	141	198
6281	1	11	5	17	18	17	10
6168	18	33	64	46	81	42	68
1675	11	19	23	27	35	11	25
347344	10	23	18	24	11	18	3
6884	0	0	0	10	12	2	6
23315	11	68	41	46	36	41	42
100506658	7	3	9	14	5	9	14
1553	0	0	0	0	0	0	0
51710	165	323	323	234	236	293	194
8733	9	8	12	14	16	10	13
9719	3	29	22	45	34	23	47
81553	0	0	1	0	1	0	0
4641	26	50	46	106	77	59	77
23303	21	39	34	110	59	49	132
4892	8	54	33	65	26	29	24
128	6	17	16	10	14	10	14
9356	8	50	71	112	78	89	62
7004	2	3	3	7	2	5	6
6687	23	38	88	107	57	76	83
30001	2	5	4	10	5	4	19
5336	1	3	9	11	14	10	4
6277	15	14	15	34	25	16	51
6136	32	110	91	78	107	99	52
26052	41	222	121	88	109	133	30
9019	4	5	9	14	20	7	12
23230	129	227	256	301	239	259	70
4155	28	43	24	53	32	14	26
54898	5	44	25	12	13	42	5
3792	0	0	0	0	0	0	1
55035	14	45	43	41	33	37	25
51135	96	137	80	102	84	122	31
9228	0	6	12	6	2	9	8
28977	4	18	17	21	23	20	10
57089	97	236	193	170	198	295	48
63925	18	42	35	48	40	29	46
6191	12	52	44	46	90	73	56
10793	1	4	9	0	6	0	2
7637	4	1	15	37	10	11	7
63934	0	5	5	6	3	5	0
140885	15	21	21	84	23	26	50
2870	13	15	17	15	9	9	5
5557	1	0	0	3	1	0	2
54708	3	3	13	13	10	2	7
57016	0	0	8	0	1	0	0
7541	0	2	9	9	2	5	19
23607	6	24	15	46	28	25	35
54830	1	1	2	2	2	3	0
9814	79	142	86	130	75	64	75
57209	4	15	12	16	10	16	21
4151	0	0	0	0	0	0	1
26275	23	29	34	26	34	30	20
27300	97	300	121	147	170	162	93
65124	6	4	9	22	12	4	28
54989	1	3	1	12	18	9	9
10905	2	36	33	81	24	43	21
7027	4	7	5	26	8	5	48
55713	0	1	5	6	0	6	4
51170	0	3	2	2	7	9	4
6819	147	136	225	366	206	201	205
777	1	5	5	13	2	9	6
54870	0	1	2	3	1	3	1
11325	15	31	27	31	25	44	23
55315	1	0	0	2	0	5	1
59286	0	5	4	2	8	2	5
9931	8	33	71	105	31	61	45
54963	36	115	60	97	60	69	74
5178	7	6	19	24	12	8	17
55153	2	8	11	7	12	16	6
7745	2	7	9	30	15	6	14
4635	0	0	0	0	0	0	0
79973	0	4	0	1	0	2	2
3221	4	1	6	21	3	3	23
439	1	5	2	4	5	5	6
444	6	45	33	74	58	48	40
200734	6	19	6	29	14	15	39
11060	48	207	156	214	75	218	108
2673	7	8	7	21	22	12	8
7405	1	4	11	18	15	12	9
7574	6	21	18	23	11	18	5
50618	34	71	67	133	54	65	45
4914	2	7	15	7	5	21	12
10724	18	59	98	155	56	86	82
7296	0	3	9	6	8	15	3
147657	1	3	9	24	11	12	6
84914	121	331	242	307	234	304	189
7169	23	85	21	49	32	37	55
51441	3	11	8	28	16	10	5
10230	4	7	2	14	6	7	1
1259	20	29	21	35	22	31	18
7975	20	47	61	82	58	98	68
7594	3	2	10	12	8	6	4
5350	45	302	67	44	99	83	19
9358	6	14	9	4	12	4	0
11169	0	2	0	2	6	0	0
1500	9	5	15	37	8	9	28
23237	0	0	0	8	1	0	6
9874	16	19	46	64	20	58	50
987	20	54	46	130	74	72	62
9745	0	20	0	1	3	1	0
4326	2	1	0	5	0	5	1
11177	51	124	109	77	97	66	33
1109	2	7	8	2	6	17	0
10920	1	5	11	9	3	5	4
26112	8	6	9	13	6	6	10
4194	14	38	28	65	21	29	37
6262	3	5	4	7	1	8	2
55958	0	17	8	15	7	13	6
23054	10	25	50	67	29	44	27
27347	2	6	6	11	6	4	7
6898	2	8	4	1	8	1	2
4100	0	0	0	0	0	0	0
9060	19	42	44	28	48	39	31
10479	18	24	17	23	24	16	18
24	7	12	6	12	2	7	1
9086	1	0	0	0	0	0	0
55705	6	8	15	30	9	15	4
80184	17	28	30	65	26	39	13
10497	13	23	22	46	30	32	37
8861	18	50	28	70	37	46	40
9646	273	429	336	341	709	370	249
2153	3	17	9	5	9	18	5
51734	1	1	5	5	8	1	10
22834	6	18	20	74	27	25	40
57154	149	256	192	195	100	210	157
6526	34	23	72	358	48	77	82
63906	4	2	3	6	3	4	6
9578	84	225	174	290	146	172	357
5365	2	10	1	7	5	4	6
64064	0	0	0	0	1	0	0
4736	9	44	41	36	36	33	37
23127	2	13	8	7	7	5	3
79574	22	10	3	22	10	13	12
25975	0	0	0	0	0	0	1
6847	0	0	0	1	0	0	0
29883	207	335	332	259	300	251	92
192683	0	6	5	14	8	8	7
57795	0	0	0	0	0	1	4
4114	0	0	0	0	0	0	0
9860	126	74	167	408	115	218	88
5083	2	2	1	3	1	11	5
2710	3	7	12	14	13	16	7
22887	8	22	23	38	19	32	11
140467	5	7	10	41	13	11	35
919	62	81	41	49	68	58	46
2913	3	5	5	6	5	6	5
22876	11	37	34	23	41	17	8
9824	0	0	0	2	0	1	0
51465	6	3	2	13	6	11	7
4976	1	12	17	23	20	21	11
9909	10	24	45	49	21	28	35
6263	116	265	206	173	198	190	73
51714	14	21	16	11	9	8	13
22899	7	12	5	31	22	13	17
9760	1	1	10	2	1	0	9
916	0	0	0	4	1	2	1
9853	33	46	49	91	52	65	67
2869	1	5	5	7	10	0	3
23137	6	8	8	27	11	14	13
7150	36	91	68	76	62	59	46
9055	2	6	3	8	0	7	0
80823	0	0	0	0	0	0	0
4215	11	30	23	42	27	22	41
3897	18	17	11	24	16	17	30
5455	92	64	81	393	82	96	571
6170	2	2	15	11	21	12	12
9666	1	23	14	25	12	10	5
9937	0	0	1	9	0	4	3
79065	2	4	1	8	3	2	5
9722	0	0	18	24	11	6	15
353	2	11	9	17	11	3	20
9737	4	9	14	37	13	14	15
80108	4	9	17	10	21	23	3
1756	6	57	14	16	36	8	8
9848	15	19	37	49	22	22	16
4668	12	35	32	37	35	47	23
23381	8	30	27	46	29	30	40
26128	2	3	3	14	2	4	10
7052	11	49	18	53	37	18	19
9867	2	31	39	32	39	43	14
6096	0	0	3	4	4	3	2
259230	16	13	19	26	21	14	27
84288	30	44	33	63	33	37	70
1122	0	3	3	6	8	3	0
1378	0	3	0	3	7	7	2
9293	0	0	0	0	2	0	0
4014	0	1	0	0	0	0	0
8528	0	3	0	0	2	2	0
3283	12	29	48	39	17	45	3
3284	1	10	7	9	0	3	0
2664	2	19	21	26	33	16	21
54345	7	15	6	22	21	6	16
54923	4	27	25	13	43	31	21
29935	0	0	0	0	0	0	0
9935	6	15	14	15	18	15	46
26146	14	39	26	49	16	26	18
65979	4	12	36	62	22	35	35
84243	1	1	1	16	10	3	12
5540	0	2	0	0	0	0	0
9721	12	11	22	25	25	8	28
55219	7	5	15	22	11	11	11
1616	1	4	4	19	6	1	9
659	14	44	31	80	26	28	51
10471	100	127	54	122	92	61	191
6015	5	12	7	34	11	15	45
7923	4	10	14	13	16	11	12
6257	3	3	19	24	14	7	11
1302	0	0	1	9	2	1	3
3111	0	7	7	6	5	4	2
6046	24	68	71	179	64	70	82
3108	22	30	27	49	33	18	39
1290	4	12	9	24	9	5	10
5696	3	9	7	16	16	14	4
6891	0	6	3	1	3	5	1
3122	4	31	8	22	38	12	9
56244	12	36	5	9	4	5	1
1306	1	9	6	27	27	13	10
4855	19	29	37	88	18	30	45
5089	15	41	28	77	30	27	43
177	23	39	20	28	43	31	33
6048	1	5	4	9	6	7	19
10554	21	52	26	48	23	40	32
63943	0	0	2	0	0	0	1
8859	44	88	27	46	28	17	57
1797	34	65	19	54	28	35	49
6499	7	16	9	28	19	18	13
7936	3	19	10	17	21	11	23
6392	2	9	6	7	10	0	0
10919	22	76	73	110	67	96	131
80736	3	7	14	22	8	19	12
4758	0	9	8	17	14	8	8
3305	0	0	1	0	1	3	1
57819	2	2	0	8	1	0	0
7407	15	26	50	29	29	37	35
55777	3	21	32	33	25	26	20
1444	0	0	0	0	0	0	0
80740	0	0	0	0	0	0	0
80741	4	8	7	2	3	2	0
55937	53	107	63	66	84	62	114
199	1	4	1	5	7	4	9
259197	4	3	2	0	1	2	1
7940	1	9	1	12	2	1	2
4795	3	13	8	9	7	3	13
4277	0	0	1	0	0	1	1
90233	47	132	86	43	36	85	50
3107	54	77	55	121	135	91	78
54535	4	1	4	10	10	10	8
170680	4	1	0	0	0	0	0
1041	1	18	7	5	6	1	1
170679	0	1	0	1	0	0	0
8449	8	22	14	13	19	7	22
28973	11	13	20	20	8	8	8
5514	15	21	39	80	45	33	43
23	16	41	20	65	14	34	23
80742	58	119	78	93	57	117	58
780	27	32	38	78	50	31	269
2794	2	5	11	28	13	15	30
3133	9	85	35	172	91	62	108
90333	2	0	6	0	5	0	8
89870	4	9	2	1	5	7	5
10107	0	2	4	4	2	1	3
11074	0	4	3	3	2	1	1
80352	51	93	50	48	82	91	43
6992	3	4	4	21	10	11	17
10399	64	104	68	128	109	79	115
3135	0	0	0	1	1	0	1
11138	65	204	173	134	106	111	111
3134	20	52	27	46	36	23	21
4340	1	0	0	0	1	6	1
7932	2	7	7	0	5	1	0
2550	13	23	28	51	12	17	60
26716	0	0	0	0	0	0	0
26531	0	0	0	0	0	0	0
26692	0	0	0	0	0	0	0
5987	2	8	10	24	12	9	12
64901	0	0	1	1	1	3	2
6311	49	138	105	169	146	97	111
1639	10	34	30	52	43	41	32
3104	18	35	27	42	28	27	30
2843	1	0	0	1	1	0	0
7711	6	3	8	4	7	10	0
57126	0	1	0	0	0	0	0
5673	0	0	8	0	11	4	0
9752	6	28	5	5	12	12	2
56143	3	14	8	18	7	3	6
10206	210	734	286	377	488	389	118
5644	0	3	0	0	0	2	0
55851	0	0	0	2	1	0	0
55366	9	18	22	45	29	37	85
1874	6	24	15	35	23	17	33
6643	17	25	42	41	42	30	12
56953	0	0	0	2	0	0	1
9289	18	43	72	109	82	45	95
54458	0	3	0	10	2	6	4
3426	4	6	12	7	10	6	5
54809	3	7	3	12	2	0	3
3853	0	0	0	1	0	1	0
3887	0	11	1	1	1	0	1
4676	5	23	18	41	19	30	31
51451	1	2	5	3	3	2	1
3347	0	0	0	0	0	0	0
6453	15	64	49	99	35	51	36
79958	240	289	345	437	314	343	315
9946	31	61	43	40	32	32	18
2543	0	0	0	0	0	0	0
3823	0	0	0	0	0	0	0
10215	35	37	22	16	5	24	33
10921	9	10	16	38	16	15	32
90861	6	13	9	24	10	6	11
5268	0	0	0	0	0	0	0
51224	43	51	41	41	46	37	61
57194	6	13	14	9	11	10	37
10866	0	18	10	35	28	27	2
3105	42	127	66	119	121	59	73
201562	2	3	4	18	8	5	12
389136	0	0	0	0	9	2	2
23243	84	302	342	177	210	366	51
8292	2	1	0	6	4	4	1
2878	111	588	927	1171	793	1056	831
1734	1	11	4	5	8	4	1
1733	33	62	26	34	40	44	10
23012	1	5	2	10	8	3	1
22908	7	9	28	21	19	20	10
7247	0	2	3	13	5	6	2
50840	0	1	0	0	0	1	1
50838	0	0	2	0	0	3	0
64693	0	0	0	0	0	0	0
51157	3	10	13	80	19	13	41
81856	2	4	8	22	10	7	4
23636	6	10	15	16	19	18	20
375035	5	18	13	49	17	17	31
11116	9	20	21	55	19	21	58
25790	0	7	1	8	2	6	2
9534	2	10	10	21	7	6	2
1396	3	2	11	21	7	3	7
151230	4	0	3	6	6	3	2
9311	5	5	0	23	9	9	7
26211	4	5	9	9	9	33	2
1443	0	0	0	0	0	0	0
6827	4	17	5	2	13	2	2
4893	0	3	10	6	4	3	1
4056	5	17	9	14	8	15	21
81890	1	19	7	10	10	8	17
1147	43	55	68	48	89	44	34
83463	137	250	174	110	191	122	158
84986	0	0	0	5	1	4	0
3931	53	94	94	135	76	82	69
4111	0	0	0	0	0	0	0
