run_accession	sample_accession	sample_alias
SRR2039199	SAMN03733415	GSM1695200
SRR2039196	SAMN03733412	GSM1695197
SRR2039197	SAMN03733413	GSM1695198
SRR2039198	SAMN03733414	GSM1695199
SRR2039200	SAMN03733416	GSM1695201
SRR2039201	SAMN03733417	GSM1695202
